Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
55431588,The Art of Preserving (Williams-Sonoma),Rick Field,"Field, Rick","Lisa Atwood, Rebecca Courchesne","=""1681886383""","=""9781681886381""",0,4.04,Weldon Owen,Kindle Edition,240,2021,2010,,2025/10/23,to-read,to-read (#625),to-read,,,,0,0
210488543,Anything Is Possible (Amgash #2),Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",0,3.79,Random House,Kindle Edition,274,2024,2017,,2025/10/23,to-read,to-read (#624),to-read,,,,0,0
52519825,The Road Out of Hell: Sanford Clark and the True Story of the Wineville Murders,Anthony Flacco,"Flacco, Anthony",Jerry Clark,"=""""","=""""",0,4.13,Diversion Books,Kindle Edition,363,2013,2009,,2025/10/23,to-read,to-read (#623),to-read,,,,0,0
44453544,An Elephant in My Kitchen,Françoise Malby-Anthony,"Malby-Anthony, Françoise",Katja Willemsen,"=""1250220157""","=""9781250220158""",0,4.39,Thomas Dunne Books,Kindle Edition,330,2019,2018,,2025/10/23,to-read,to-read (#622),to-read,,,,0,0
63376665,What the Dead Know: Learning About Life as a New York City Death Investigator,Barbara  Butcher,"Butcher, Barbara",,"=""1982179406""","=""9781982179403""",0,4.17,Simon & Schuster,Kindle Edition,289,2023,2023,,2025/10/23,to-read,to-read (#621),to-read,,,,0,0
217358652,The Book of Alchemy: A Creative Practice for an Inspired Life,Suleika Jaouad,"Jaouad, Suleika",,"=""0593734653""","=""9780593734650""",0,4.26,Random House,Kindle Edition,315,2025,2025,,2025/10/23,to-read,to-read (#620),to-read,,,,0,0
38833669,"The Secret Life of Plants: A Fascinating Account of the Physical, Emotional, and Spiritual Relations Between Plants and Man",Peter Tompkins,"Tompkins, Peter",Christopher Bird,"=""006287442X""","=""9780062874429""",0,3.96,Harper Paperbacks,Kindle Edition,415,2018,1973,,2025/10/23,to-read,to-read (#619),to-read,,,,0,0
22926902,"The Healthy Mind Cookbook: Big-Flavor Recipes to Enhance Brain Function, Mood, Memory, and Mental Clarity",Rebecca  Katz,"Katz, Rebecca",Mat Edelson,"=""1607742985""","=""9781607742982""",0,4.24,Ten Speed Press,Kindle Edition,507,2015,2015,,2025/10/23,to-read,to-read (#618),to-read,,,,0,0
24922634,"The Lost Girls: The True Story of the Cleveland Abductions and the Incredible Rescue of Michelle Knight, Amanda Berry, and Gina DeJesus",John Glatt,"Glatt, John",,"=""""","=""""",0,4.08,St. Martin's Press,Kindle Edition,349,2015,2015,,2025/10/23,to-read,to-read (#617),to-read,,,,0,0
40693207,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""0553447440""","=""9780553447446""",0,4.47,Broadway Books,ebook,448,2016,2016,,2025/10/23,to-read,to-read (#616),to-read,,,,0,0
55224582,"The Official Downton Abbey Afternoon Tea Cookbook: Teatime Drinks, Scones, Savories & Sweets (Downton Abbey Cookery)",Downton Abbey,"Abbey, Downton",Gareth Neame,"=""""","=""""",0,4.37,Weldon Owen,Kindle Edition,144,2022,2020,,2025/10/23,to-read,to-read (#614),to-read,,,,0,0
123843860,Words With My Father: A Bipolar Journey Through Turbulent Times,Lowell Klessig,"Klessig, Lowell",Lukas Klessig,"=""0960118934""","=""9780960118939""",0,4.17,Medley Park Press ,Kindle Edition,264,2023,2023,,2025/10/23,to-read,to-read (#615),to-read,,,,0,0
20640209,"Deadly Little Secrets: The Minister, His Mistress, and a Heartless Texas Murder",Kathryn Casey,"Casey, Kathryn",,"=""""","=""""",0,4.21,William Morrow Paperbacks,Kindle Edition,461,2012,2012,,2025/10/23,to-read,to-read (#613),to-read,,,,0,0
34458942,"The Telomere Effect: A Revolutionary Approach to Living Younger, Healthier, Longer",Elizabeth Blackburn,"Blackburn, Elizabeth",Elissa Epel,"=""1455587966""","=""9781455587964""",0,3.77,Grand Central Publishing,Kindle Edition,348,2025,2017,,2025/10/23,to-read,to-read (#612),to-read,,,,0,0
323068,Information Rules,Carl Shapiro,"Shapiro, Carl",Hal R. Varian,"=""087584863X""","=""9780875848631""",0,4.07,Harvard Business Review Press,Hardcover,352,1998,1998,,2025/10/23,to-read,to-read (#611),to-read,,,,0,0
39094093,The Burgess Boys,Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",0,3.65,Random House,Kindle Edition,337,2013,2013,,2025/10/23,to-read,to-read (#610),to-read,,,,0,0
60466315,In Love: A Memoir of Love and Loss,Amy Bloom,"Bloom, Amy",,"=""059324396X""","=""9780593243961""",0,4.26,Random House,Kindle Edition,210,2022,2022,,2025/10/23,to-read,to-read (#609),to-read,,,,0,0
30058873,Life on Purpose: How Living for What Matters Most Changes Everything,Victor J. Strecher,"Strecher, Victor J.",,"=""0062409670""","=""9780062409676""",0,3.79,HarperOne,Kindle Edition,258,2024,2016,,2025/10/23,to-read,to-read (#608),to-read,,,,0,0
201736852,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""""","=""""",0,4.14,Vintage,Kindle Edition,347,2023,2017,,2025/10/23,to-read,to-read (#607),to-read,,,,0,0
54744225,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Nicole LePera,"LePera, Nicole",,"=""""","=""""",0,4.13,Harper Wave,Kindle Edition,320,2021,2021,,2025/10/23,to-read,to-read (#606),to-read,,,,0,0
231287568,Deep Future: Creating Technology That Matters,Pablos Holman,"Holman, Pablos",,"=""""","=""9798887507255""",0,4.45,Forbes Books,Kindle Edition,249,2025,,,2025/10/23,to-read,to-read (#605),to-read,,,,0,0
56769353,Winning: The Unforgiving Race to Greatness (Tim Grover Winning Series),Tim S. Grover,"Grover, Tim S.",,"=""1982168889""","=""9781982168889""",0,4.33,Scribner,Kindle Edition,237,2021,2021,,2025/10/23,to-read,to-read (#603),to-read,,,,0,0
217057176,The Sweaty Startup: How to Get Rich Doing Boring Things,Nick Huber,"Huber, Nick",,"=""0063387638""","=""9780063387638""",0,4.12,Harper Business,Kindle Edition,240,2025,,,2025/10/23,to-read,to-read (#604),to-read,,,,0,0
39664007,Brain on Fire: My Month of Madness,Susannah Cahalan,"Cahalan, Susannah",,"=""""","=""""",0,4.09,Free Press,Kindle Edition,300,2012,2012,,2025/10/23,to-read,to-read (#602),to-read,,,,0,0
53787903,Behavioral Insights,Michael Hallsworth,"Hallsworth, Michael",Elspeth Kirkman,"=""0262360144""","=""9780262360142""",0,3.79,The MIT Press,Kindle Edition,248,2020,,,2025/10/23,to-read,to-read (#601),to-read,,,,0,0
34386784,The Ellipsis Manual: analysis and engineering of human behavior,Chase     Hughes,"Hughes, Chase",,"=""""","=""""",0,3.93,Evergreen Press,Kindle Edition,414,2017,,,2025/10/23,to-read,to-read (#600),to-read,,,,0,0
217104190,The Wishbone Kitchen Cookbook: Seasonal Recipes for Everyday Luxury and Elevated Entertaining,Meredith Hayden,"Hayden, Meredith",,"=""0593835964""","=""9780593835968""",0,4.34,Ten Speed Press,Kindle Edition,285,2025,,,2025/10/23,to-read,to-read (#599),to-read,,,,0,0
59316838,"Deep Fitness: The Mindful, Science-Based Strength-Training Method to Transform Your Well-Being in Just 30 Minutes a Week",Philip Shepherd,"Shepherd, Philip","Andrei Yakovenko, Doug M. McGuff, M.D","=""1623176689""","=""9781623176686""",0,3.88,North Atlantic Books,Kindle Edition,224,2021,,,2025/10/23,to-read,to-read (#598),to-read,,,,0,0
211784234,The Value of Others,Orion Taraban,"Taraban, Orion",,"=""""","=""9798990069503""",0,4.37,PsycHacks,Kindle Edition,434,2024,,,2025/10/23,to-read,to-read (#597),to-read,,,,0,0
54131918,The Truth Detector: An Ex-FBI Agent's Guide for Getting People to Reveal the Truth (The Like Switch Series Book 2),Jack Schafer,"Schafer, Jack",Marvin Karlins,"=""""","=""""",0,4.23,Atria Books,Kindle Edition,274,2020,2020,,2025/10/23,to-read,to-read (#596),to-read,,,,0,0
18907650,Man Is Not Alone: A Philosophy of Religion,Abraham Joshua Heschel,"Heschel, Abraham Joshua",,"=""""","=""""",0,4.40,"Farrar, Straus and Giroux",Kindle Edition,321,2025,1951,,2025/10/23,to-read,to-read (#594),to-read,,,,0,0
221504196,Baking Across America: A Vintage Recipe Road Trip,B. Dylan Hollis,"Hollis, B. Dylan",,"=""0744097614""","=""9780744097610""",0,3.86,DK,Kindle Edition,312,2025,2025,,2025/10/23,to-read,to-read (#595),to-read,,,,0,0
53605067,The Data Detective: Ten Easy Rules to Make Sense of Statistics,Tim Harford,"Harford, Tim",,"=""0593084675""","=""9780593084670""",0,4.12,Riverhead Books,Kindle Edition,334,2021,2020,,2025/10/23,to-read,to-read (#593),to-read,,,,0,0
44135162,"Missy's Murder: Passion, Betrayal, and Murder in Southern California",Karen Kingsbury,"Kingsbury, Karen",,"=""""","=""""",0,4.09,RosettaBooks,Kindle Edition,360,2019,1991,,2025/10/23,to-read,to-read (#592),to-read,,,,0,0
205900859,Ottolenghi Comfort: A Cookbook,Yotam Ottolenghi,"Ottolenghi, Yotam",,"=""0399581782""","=""9780399581786""",0,3.98,Ten Speed Press,Kindle Edition,297,2024,2024,,2025/10/23,to-read,to-read (#591),to-read,,,,0,0
37868583,The Prosperity Paradox: How Innovation Can Lift Nations Out of Poverty,Clayton M. Christensen,"Christensen, Clayton M.","Efosa Ojomo, Karen Dillon","=""0062851837""","=""9780062851833""",0,4.26,Harper Business,Kindle Edition,355,2024,2019,,2025/10/23,to-read,to-read (#590),to-read,,,,0,0
34845395,I Know Why the Caged Bird Sings,Maya Angelou,"Angelou, Maya",,"=""""","=""""",0,4.30,Random House,Kindle Edition,317,2009,1969,,2025/10/23,to-read,to-read (#589),to-read,,,,0,0
32737300,Hit Makers: Why Things Become Popular,Derek     Thompson,"Thompson, Derek",,"=""1101980346""","=""9781101980347""",0,3.90,Penguin Books,Kindle Edition,356,2017,2017,,2025/10/23,to-read,to-read (#588),to-read,,,,0,0
60834821,Leveling Up: 12 Questions to Elevate Your Personal and Professional Development,Ryan Leak,"Leak, Ryan",,"=""0785241000""","=""9780785241003""",0,4.28,Thomas Nelson,Kindle Edition,222,2022,,,2025/10/23,to-read,to-read (#587),to-read,,,,0,0
24477487,"The Like Switch: An Ex-FBI Agent's Guide to Influencing, Attracting, and Winning People Over (The Like Switch Series Book 1)",Jack Schafer,"Schafer, Jack",Marvin Karlins,"=""""","=""""",0,3.89,Atria Books,Kindle Edition,290,2015,2015,,2025/10/08,currently-reading,currently-reading (#362),currently-reading,,,,1,0
218468856,"The Soup Book: 200 Recipes, Season by Season",D.K. Publishing,"Publishing, D.K.",,"=""0593968417""","=""9780593968413""",0,3.88,DK,Kindle Edition,618,2025,,,2025/10/02,currently-reading,currently-reading (#361),currently-reading,,,,1,0
219756274,"Blue Mind: The Surprising Science That Shows How Being Near, In, On, or Under Water Can Make You Happier, Healthier, More Connected, and Better at What You Do",Wallace J. Nichols,"Nichols, Wallace J.",Celine Cousteau,"=""""","=""""",0,3.74,"Little, Brown and Company",Kindle Edition,353,2014,2014,,2025/09/29,currently-reading,currently-reading (#360),currently-reading,,,,1,0
36580038,Influencer: Building Your Personal Brand in the Age of Social Media,Brittany Hennessy,"Hennessy, Brittany",,"=""0806538864""","=""9780806538860""",0,3.70,Citadel Press,Kindle Edition,274,2018,2018,,2025/09/28,currently-reading,currently-reading (#359),currently-reading,,,,1,0
55306323,"The Cult of We: WeWork, Adam Neumann, and the Great Startup Delusion",Eliot Brown,"Brown, Eliot",Maureen Farrell,"=""0593237129""","=""9780593237120""",0,4.27,Crown,Kindle Edition,430,2021,2021,,2025/09/25,currently-reading,currently-reading (#358),currently-reading,,,,1,0
51103797,"Half Baked Harvest Super Simple: More Than 150 Recipes for Instant, Overnight, Meal-Prepped, and Easy Comfort Foods",Tieghan Gerard,"Gerard, Tieghan",,"=""0525577084""","=""9780525577089""",0,4.32,Clarkson Potter,Kindle Edition,270,2019,2019,,2025/09/23,currently-reading,currently-reading (#357),currently-reading,,,,1,0
206767153,The Philosophy Book (DK Big Ideas),D.K. Publishing,"Publishing, D.K.",,"=""0744099846""","=""9780744099843""",0,3.75,DK,Kindle Edition,811,2024,,,2025/09/11,currently-reading,currently-reading (#356),currently-reading,,,,1,0
42845061,Self-Intelligence: The New Science-Based Approach for Reaching Your True Potential,Jane  Ransom,"Ransom, Jane",Jack Canfield,"=""1631596241""","=""9781631596247""",0,4.14,Fair Winds Press,Kindle Edition,281,2022,,,2024/12/16,currently-reading,currently-reading (#178),currently-reading,,,,1,0
34036077,The Man from the Train: The Solving of a Century-Old Serial Killer Mystery,Bill James,"James, Bill",Rachel McCarthy James,"=""""","=""""",0,3.47,Scribner,Kindle Edition,481,2017,2017,,2025/09/05,currently-reading,currently-reading (#355),currently-reading,,,,1,0
33232402,BraveTart: Iconic American Desserts,Stella Parks,"Parks, Stella",J. Kenji López-Alt,"=""0393634272""","=""9780393634273""",0,4.34,W. W. Norton & Company,Kindle Edition,400,2017,2017,,2025/09/04,currently-reading,currently-reading (#354),currently-reading,,,,1,0
6602451,The Tender Bar,J.R. Moehringer,"Moehringer, J.R.",,"=""""","=""""",0,4.00,,Kindle Edition,432,,2005,,2025/09/03,currently-reading,currently-reading (#353),currently-reading,,,,1,0
22559904,"A History of Religious Ideas, Volume 1: From the Stone Age to the Eleusinian Mysteries",Mircea Eliade,"Eliade, Mircea",Willard R. Trask,"=""022614769X""","=""9780226147697""",0,4.40,University of Chicago Press,Kindle Edition,666,2020,1975,,2025/09/03,currently-reading,currently-reading (#352),currently-reading,,,,1,0
220213702,Lean Learning: How to Achieve More by Learning Less,Pat   Flynn,"Flynn, Pat",,"=""1668027658""","=""9781668027653""",0,3.98,Simon Element / Simon Acumen,Kindle Edition,256,2025,,,2025/09/02,currently-reading,currently-reading (#351),currently-reading,,,,1,0
56265898,"Richer, Wiser, Happier: How the World's Greatest Investors Win in Markets and Life",William                  Green,"Green, William",,"=""""","=""""",0,4.52,Scribner,Kindle Edition,303,2021,2021,,2025/09/02,currently-reading,currently-reading (#350),currently-reading,,,,1,0
214390561,Tiny Experiments: How to Live Freely in a Goal-Obsessed World,Anne-Laure Le Cunff,"Cunff, Anne-Laure Le",,"=""0593715144""","=""9780593715147""",0,4.05,Avery,Kindle Edition,299,2025,2025,,2025/08/27,currently-reading,currently-reading (#349),currently-reading,,,,1,0
60025206,The Ultimate Guide to Keto Baking: Master All the Best Tricks for Low-Carb Baking Success,Carolyn Ketchum,"Ketchum, Carolyn",,"=""1628602414""","=""9781628602418""",0,4.56,Victory Belt Publishing,Kindle Edition,723,2019,,,2025/06/05,to-read,to-read (#47),to-read,,,,0,0
150246217,"Unlearning Silence: How to Speak Your Mind, Unleash Talent, and Live More Fully",Elaine Lin Hering,"Hering, Elaine Lin",,"=""0593653610""","=""9780593653616""",0,4.11,Penguin Life,Kindle Edition,287,2024,,,2025/08/23,currently-reading,currently-reading (#348),currently-reading,,,,1,0
19992199,How to Be the Employee Your Company Can't Live Without: 18 Ways to Become Indispensable,Glenn Shepard,"Shepard, Glenn",,"=""""","=""""",0,3.52,Jossey-Bass,Kindle Edition,178,2023,2006,,2025/06/05,currently-reading,currently-reading (#347),currently-reading,,,,1,0
58277904,"Expectations Investing: Reading Stock Prices for Better Returns, Revised and Updated (Heilbrunn Center for Graham & Dodd Investing Series)",Michael Mauboussin,"Mauboussin, Michael",,"=""0231554842""","=""9780231554848""",0,4.05,Columbia Business School Publishing,Kindle Edition,274,2021,,,2025/06/05,currently-reading,currently-reading (#346),currently-reading,,,,1,0
36628408,"What Matters Most: The Get Your Shit Together Guide to Wills, Money, Insurance, and Life’s “What-ifs”",Chanel Reynolds,"Reynolds, Chanel",,"=""0062689452""","=""9780062689450""",0,3.96,Harper,Kindle Edition,352,2019,,,2025/08/17,currently-reading,currently-reading (#345),currently-reading,,,,1,0
43611252,Heirloom Kitchen: Heritage Recipes & Family Stories from the Tables of Immigrant Women,Anna Francese Gass,"Gass, Anna Francese",,"=""0062946633""","=""9780062946638""",0,4.01,Harper,Kindle Edition,256,2024,,,2025/08/17,currently-reading,currently-reading (#344),currently-reading,,,,1,0
54846187,"Metabolical: The Lure and the Lies of Processed Food, Nutrition, and Modern Medicine",Robert H. Lustig,"Lustig, Robert H.",,"=""""","=""""",0,4.26,Harper Wave,Kindle Edition,416,2021,2021,,2025/08/17,currently-reading,currently-reading (#343),currently-reading,,,,1,0
136304641,Everybody's Best Friend: The True Story of a Marriage That Ended in Murder,Ken Englade,"Englade, Ken",,"=""1635768322""","=""9781635768329""",0,3.88,Diversion Books,Kindle Edition,357,2023,1999,,2025/08/17,currently-reading,currently-reading (#342),currently-reading,,,,1,0
157998171,Supercommunicators: How to Unlock the Secret Language of Connection,Charles Duhigg,"Duhigg, Charles",,"=""0593243935""","=""9780593243930""",0,3.99,Random House,Kindle Edition,307,2024,2024,,2025/08/17,currently-reading,currently-reading (#341),currently-reading,,,,1,0
205280928,What to Cook When You Don't Feel Like Cooking - A Cookbook,Caroline Chambers,"Chambers, Caroline",,"=""1454952725""","=""9781454952725""",0,4.16,Union Square & Co.,Kindle Edition,266,2024,,,2025/08/17,currently-reading,currently-reading (#340),currently-reading,,,,1,0
22919017,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",Ryan Hoover,"=""0698190661""","=""9780698190665""",0,4.12,Portfolio,Kindle Edition,256,2014,2013,,2025/08/17,currently-reading,currently-reading (#339),currently-reading,,,,1,0
28700768,The Art of X-Ray Reading: How the Secrets of 25 Great Works of Literature Will Improve Your Writing,Roy Peter Clark,"Clark, Roy Peter",,"=""""","=""""",0,4.03,"Little, Brown Spark",Kindle Edition,319,2025,2016,,2025/08/16,currently-reading,currently-reading (#338),currently-reading,,,,1,0
44443226,Permission to Feel: The Power of Emotional Intelligence to Achieve Well-Being and Success,Marc Brackett,"Brackett, Marc",,"=""1250212820""","=""9781250212825""",0,4.17,Celadon Books,Kindle Edition,293,2019,2019,,2025/08/13,currently-reading,currently-reading (#337),currently-reading,,,,1,0
18903429,Singing School: Learning to Write (and Read) Poetry by Studying with the Masters,Robert Pinsky,"Pinsky, Robert",,"=""0393240703""","=""9780393240702""",0,3.63,W. W. Norton & Company,Kindle Edition,240,2013,2013,,2025/08/10,currently-reading,currently-reading (#336),currently-reading,,,,1,0
62007917,Gateau: The Surprising Simplicity of French Cakes (Essential Parisian Recipes),Aleksandra Crapanzano,"Crapanzano, Aleksandra",,"=""1982169753""","=""9781982169756""",0,4.16,Scribner,Kindle Edition,381,2022,,,2025/08/07,currently-reading,currently-reading (#335),currently-reading,,,,1,0
35464132,"The Perfect Cookie: Your Ultimate Guide to Foolproof Cookies, Brownies & Bars (Perfect Baking Cookbooks)",America's Test Kitchen,"Kitchen, America's Test",,"=""1940352967""","=""9781940352961""",0,4.49,America's Test Kitchen,Kindle Edition,448,2017,2017,,2025/08/02,currently-reading,currently-reading (#334),currently-reading,,,,1,0
45748989,Indistractable: How to Control Your Attention and Choose Your Life,Nir   Eyal,"Eyal, Nir",,"=""1948836785""","=""9781948836784""",0,3.74,Benbella Books Inc.,Kindle Edition,288,2019,2019,,2025/07/29,currently-reading,currently-reading (#333),currently-reading,,,,1,0
13565106,Always Know What To Say - Easy Ways To Approach And Talk To Anyone,Peter W. Murphy,"Murphy, Peter W.",,"=""""","=""""",0,3.25,,Kindle Edition,94,2012,2011,,2025/07/28,currently-reading,currently-reading (#332),currently-reading,,,,1,0
